action,landmark,plan_id,order,goal
use thermometer in inventory on liquid gallium,True,26,118,Your task is to boil gallium
examine liquid gallium,True,26,119,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,120,Your task is to boil gallium
examine liquid gallium,True,26,121,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,122,Your task is to boil gallium
examine liquid gallium,True,26,123,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,124,Your task is to boil gallium
examine liquid gallium,True,26,125,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,126,Your task is to boil gallium
examine liquid gallium,True,26,127,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,128,Your task is to boil gallium
examine liquid gallium,True,26,129,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,130,Your task is to boil gallium
examine liquid gallium,True,26,131,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,132,Your task is to boil gallium
examine liquid gallium,True,26,133,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,134,Your task is to boil gallium
examine liquid gallium,True,26,135,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,136,Your task is to boil gallium
examine liquid gallium,True,26,137,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,138,Your task is to boil gallium
examine liquid gallium,True,26,139,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,140,Your task is to boil gallium
examine liquid gallium,True,26,141,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,142,Your task is to boil gallium
examine liquid gallium,True,26,143,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,144,Your task is to boil gallium
examine liquid gallium,True,26,145,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,146,Your task is to boil gallium
examine liquid gallium,True,26,147,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,148,Your task is to boil gallium
examine liquid gallium,True,26,149,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,26,150,Your task is to boil gallium
open door to hallway,True,27,0,Your task is to boil gallium
go to hallway,True,27,1,Your task is to boil gallium
open door to kitchen,True,27,2,Your task is to boil gallium
go to kitchen,True,27,3,Your task is to boil gallium
pick up thermometer,True,27,4,Your task is to boil gallium
open cupboard,True,27,5,Your task is to boil gallium
pick up metal pot,True,27,6,Your task is to boil gallium
open freezer,True,27,7,Your task is to boil gallium
open glass jar,True,27,8,Your task is to boil gallium
open oven,True,27,9,Your task is to boil gallium
open drawer in cupboard,True,27,10,Your task is to boil gallium
open fridge,True,27,11,Your task is to boil gallium
open drawer in counter,True,27,12,Your task is to boil gallium
open door to bathroom,True,27,13,Your task is to boil gallium
go to bathroom,True,27,14,Your task is to boil gallium
open door to kitchen,True,27,15,Your task is to boil gallium
go to kitchen,True,27,16,Your task is to boil gallium
open door to outside,True,27,17,Your task is to boil gallium
go to outside,True,27,18,Your task is to boil gallium
open door to foundry,True,27,19,Your task is to boil gallium
go to foundry,True,27,20,Your task is to boil gallium
open door to outside,True,27,21,Your task is to boil gallium
go to outside,True,27,22,Your task is to boil gallium
open door to green house,True,27,23,Your task is to boil gallium
go to green house,True,27,24,Your task is to boil gallium
open door to hallway,True,27,25,Your task is to boil gallium
go to hallway,True,27,26,Your task is to boil gallium
open door to workshop,True,27,27,Your task is to boil gallium
go to workshop,True,27,28,Your task is to boil gallium
pick up gallium,True,27,29,Your task is to boil gallium
open door to hallway,True,27,30,Your task is to boil gallium
go to hallway,True,27,31,Your task is to boil gallium
open door to kitchen,True,27,32,Your task is to boil gallium
go to kitchen,True,27,33,Your task is to boil gallium
focus on gallium,True,27,34,Your task is to boil gallium
move gallium to metal pot,True,27,35,Your task is to boil gallium
pick up metal pot,True,27,36,Your task is to boil gallium
move metal pot to stove,True,27,37,Your task is to boil gallium
activate stove,True,27,38,Your task is to boil gallium
pick up metal pot,True,27,39,Your task is to boil gallium
open door to outside,True,27,40,Your task is to boil gallium
go to outside,True,27,41,Your task is to boil gallium
open door to foundry,True,27,42,Your task is to boil gallium
go to foundry,True,27,43,Your task is to boil gallium
open blast furnace,True,27,44,Your task is to boil gallium
move metal pot to blast furnace,True,27,45,Your task is to boil gallium
activate blast furnace,True,27,46,Your task is to boil gallium
examine liquid gallium,True,27,47,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,27,48,Your task is to boil gallium
examine liquid gallium,True,27,49,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,27,50,Your task is to boil gallium
examine liquid gallium,True,27,51,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,27,52,Your task is to boil gallium
examine liquid gallium,True,27,53,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,27,54,Your task is to boil gallium
examine liquid gallium,True,27,55,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,27,56,Your task is to boil gallium
examine liquid gallium,True,27,57,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,27,58,Your task is to boil gallium
examine liquid gallium,True,27,59,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,27,60,Your task is to boil gallium
examine liquid gallium,True,27,61,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,27,62,Your task is to boil gallium
examine liquid gallium,True,27,63,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,27,64,Your task is to boil gallium
examine liquid gallium,True,27,65,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,27,66,Your task is to boil gallium
examine liquid gallium,True,27,67,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,27,68,Your task is to boil gallium
examine liquid gallium,True,27,69,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,27,70,Your task is to boil gallium
examine liquid gallium,True,27,71,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,27,72,Your task is to boil gallium
examine liquid gallium,True,27,73,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,27,74,Your task is to boil gallium
examine liquid gallium,True,27,75,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,27,76,Your task is to boil gallium
examine liquid gallium,True,27,77,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,27,78,Your task is to boil gallium
examine liquid gallium,True,27,79,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,27,80,Your task is to boil gallium
examine liquid gallium,True,27,81,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,27,82,Your task is to boil gallium
examine liquid gallium,True,27,83,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,27,84,Your task is to boil gallium
examine liquid gallium,True,27,85,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,27,86,Your task is to boil gallium
examine liquid gallium,True,27,87,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,27,88,Your task is to boil gallium
examine liquid gallium,True,27,89,Your task is to boil gallium
use thermometer in inventory on liquid gallium,True,27,90,Your task is to boil gallium
examine liquid gallium,True,27,91,Your task is to boil gallium
open door to kitchen,True,28,0,Your task is to boil caesium
go to kitchen,True,28,1,Your task is to boil caesium
pick up thermometer,True,28,2,Your task is to boil caesium
open cupboard,True,28,3,Your task is to boil caesium
pick up metal pot,True,28,4,Your task is to boil caesium
open freezer,True,28,5,Your task is to boil caesium
open glass jar,True,28,6,Your task is to boil caesium
open oven,True,28,7,Your task is to boil caesium
open drawer in cupboard,True,28,8,Your task is to boil caesium
open drawer in counter,True,28,9,Your task is to boil caesium
open fridge,True,28,10,Your task is to boil caesium
open door to bathroom,True,28,11,Your task is to boil caesium
go to bathroom,True,28,12,Your task is to boil caesium
open door to kitchen,True,28,13,Your task is to boil caesium
go to kitchen,True,28,14,Your task is to boil caesium
open door to outside,True,28,15,Your task is to boil caesium
go to outside,True,28,16,Your task is to boil caesium
open door to foundry,True,28,17,Your task is to boil caesium
go to foundry,True,28,18,Your task is to boil caesium
open door to outside,True,28,19,Your task is to boil caesium
go to outside,True,28,20,Your task is to boil caesium
open door to green house,True,28,21,Your task is to boil caesium
go to green house,True,28,22,Your task is to boil caesium
open door to hallway,True,28,23,Your task is to boil caesium
go to hallway,True,28,24,Your task is to boil caesium
open door to workshop,True,28,25,Your task is to boil caesium
go to workshop,True,28,26,Your task is to boil caesium
pick up caesium,True,28,27,Your task is to boil caesium
open door to hallway,True,28,28,Your task is to boil caesium
go to hallway,True,28,29,Your task is to boil caesium
open door to kitchen,True,28,30,Your task is to boil caesium
go to kitchen,True,28,31,Your task is to boil caesium
focus on caesium,True,28,32,Your task is to boil caesium
move caesium to metal pot,True,28,33,Your task is to boil caesium
pick up metal pot,True,28,34,Your task is to boil caesium
move metal pot to stove,True,28,35,Your task is to boil caesium
activate stove,True,28,36,Your task is to boil caesium
examine caesium,False,28,37,Your task is to boil caesium
use thermometer in inventory on caesium,False,28,38,Your task is to boil caesium
examine caesium,False,28,39,Your task is to boil caesium
use thermometer in inventory on caesium,False,28,40,Your task is to boil caesium
examine liquid caesium,True,28,41,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,42,Your task is to boil caesium
examine liquid caesium,True,28,43,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,44,Your task is to boil caesium
examine liquid caesium,True,28,45,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,46,Your task is to boil caesium
examine liquid caesium,True,28,47,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,48,Your task is to boil caesium
examine liquid caesium,True,28,49,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,50,Your task is to boil caesium
examine liquid caesium,True,28,51,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,52,Your task is to boil caesium
examine liquid caesium,True,28,53,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,54,Your task is to boil caesium
examine liquid caesium,True,28,55,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,56,Your task is to boil caesium
examine liquid caesium,True,28,57,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,58,Your task is to boil caesium
examine liquid caesium,True,28,59,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,60,Your task is to boil caesium
examine liquid caesium,True,28,61,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,62,Your task is to boil caesium
examine liquid caesium,True,28,63,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,64,Your task is to boil caesium
examine liquid caesium,True,28,65,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,66,Your task is to boil caesium
examine liquid caesium,True,28,67,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,68,Your task is to boil caesium
examine liquid caesium,True,28,69,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,70,Your task is to boil caesium
examine liquid caesium,True,28,71,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,72,Your task is to boil caesium
examine liquid caesium,True,28,73,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,74,Your task is to boil caesium
examine liquid caesium,True,28,75,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,76,Your task is to boil caesium
examine liquid caesium,True,28,77,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,78,Your task is to boil caesium
examine liquid caesium,True,28,79,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,80,Your task is to boil caesium
examine liquid caesium,True,28,81,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,82,Your task is to boil caesium
examine liquid caesium,True,28,83,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,84,Your task is to boil caesium
examine liquid caesium,True,28,85,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,86,Your task is to boil caesium
examine liquid caesium,True,28,87,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,88,Your task is to boil caesium
examine liquid caesium,True,28,89,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,90,Your task is to boil caesium
examine liquid caesium,True,28,91,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,92,Your task is to boil caesium
examine liquid caesium,True,28,93,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,94,Your task is to boil caesium
examine liquid caesium,True,28,95,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,96,Your task is to boil caesium
pick up metal pot,True,28,97,Your task is to boil caesium
open door to outside,True,28,98,Your task is to boil caesium
go to outside,True,28,99,Your task is to boil caesium
open door to foundry,True,28,100,Your task is to boil caesium
go to foundry,True,28,101,Your task is to boil caesium
open blast furnace,True,28,102,Your task is to boil caesium
move metal pot to blast furnace,True,28,103,Your task is to boil caesium
activate blast furnace,True,28,104,Your task is to boil caesium
examine liquid caesium,True,28,105,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,106,Your task is to boil caesium
examine liquid caesium,True,28,107,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,108,Your task is to boil caesium
examine liquid caesium,True,28,109,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,28,110,Your task is to boil caesium
examine liquid caesium,True,28,111,Your task is to boil caesium
open door to kitchen,True,29,0,Your task is to boil caesium
go to kitchen,True,29,1,Your task is to boil caesium
pick up thermometer,True,29,2,Your task is to boil caesium
open cupboard,True,29,3,Your task is to boil caesium
pick up metal pot,True,29,4,Your task is to boil caesium
open fridge,True,29,5,Your task is to boil caesium
open freezer,True,29,6,Your task is to boil caesium
open glass jar,True,29,7,Your task is to boil caesium
open oven,True,29,8,Your task is to boil caesium
open drawer in cupboard,True,29,9,Your task is to boil caesium
open drawer in counter,True,29,10,Your task is to boil caesium
open door to bathroom,True,29,11,Your task is to boil caesium
go to bathroom,True,29,12,Your task is to boil caesium
open door to kitchen,True,29,13,Your task is to boil caesium
go to kitchen,True,29,14,Your task is to boil caesium
open door to outside,True,29,15,Your task is to boil caesium
go to outside,True,29,16,Your task is to boil caesium
open door to foundry,True,29,17,Your task is to boil caesium
go to foundry,True,29,18,Your task is to boil caesium
open door to outside,True,29,19,Your task is to boil caesium
go to outside,True,29,20,Your task is to boil caesium
open door to green house,True,29,21,Your task is to boil caesium
go to green house,True,29,22,Your task is to boil caesium
open door to hallway,True,29,23,Your task is to boil caesium
go to hallway,True,29,24,Your task is to boil caesium
open door to workshop,True,29,25,Your task is to boil caesium
go to workshop,True,29,26,Your task is to boil caesium
pick up caesium,True,29,27,Your task is to boil caesium
open door to hallway,True,29,28,Your task is to boil caesium
go to hallway,True,29,29,Your task is to boil caesium
open door to kitchen,True,29,30,Your task is to boil caesium
go to kitchen,True,29,31,Your task is to boil caesium
focus on caesium,True,29,32,Your task is to boil caesium
move caesium to metal pot,True,29,33,Your task is to boil caesium
pick up metal pot,True,29,34,Your task is to boil caesium
move metal pot to stove,True,29,35,Your task is to boil caesium
activate stove,True,29,36,Your task is to boil caesium
pick up metal pot,True,29,37,Your task is to boil caesium
open door to outside,True,29,38,Your task is to boil caesium
go to outside,True,29,39,Your task is to boil caesium
open door to foundry,True,29,40,Your task is to boil caesium
go to foundry,True,29,41,Your task is to boil caesium
open blast furnace,True,29,42,Your task is to boil caesium
move metal pot to blast furnace,True,29,43,Your task is to boil caesium
activate blast furnace,True,29,44,Your task is to boil caesium
examine liquid caesium,True,29,45,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,29,46,Your task is to boil caesium
examine liquid caesium,True,29,47,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,29,48,Your task is to boil caesium
examine liquid caesium,True,29,49,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,29,50,Your task is to boil caesium
examine liquid caesium,True,29,51,Your task is to boil caesium
use thermometer in inventory on liquid caesium,True,29,52,Your task is to boil caesium
examine liquid caesium,True,29,53,Your task is to boil caesium
